who,breed,xcor,ycor,score,data-refined,validations
11,adalts,5.3436154429367715,9.522040571399394,0,42,0
9,adaptas,-5,-4,4,0,0
12,adalts,-14.260964683318404,15.794309177305468,0,48,0
7,adaptas,-6,-1,4,0,0
14,adalts,-5.940065511444427,-5.95016693464977,0,39,0
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
5,adaptas,-3,0,4,0,0
10,adaptas,0,8,4,0,0
13,adalts,-9.810262028372039,-15.094671748564936,0,43,0
4,adaptas,-1,-10,4,0,0
16,degovs,-0.7860751850327858,-13.71852511387786,0,0,57925
1,adaptas,-7,0,4,0,0
0,ia-cores,0,0,0,0,0
8,adaptas,15,8,4,0,0
17,degovs,13.096652946778228,-0.30030938886946723,0,0,57965
3,adaptas,-16,9,4,0,0
15,adalts,-5.427822220075798,-0.39198280155279686,0,37,0
