who,breed,xcor,ycor,score,data-refined,validations
2,adaptas,15,15,4,0,0
1,adaptas,-7,0,4,0,0
14,adalts,-13.981346586730204,8.769317984720496,0,39,0
11,adalts,14.712490762330114,-1.2838397197626163,0,42,0
9,adaptas,-5,-4,4,0,0
17,degovs,14.62870707651624,-12.335270242300613,0,0,53451
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
15,adalts,-1.5185865282803233,1.8286350470194142,0,37,0
5,adaptas,-3,0,4,0,0
7,adaptas,-6,-1,4,0,0
0,ia-cores,0,0,0,0,0
16,degovs,12.83478439015158,9.604798178984197,0,0,53477
12,adalts,13.891879704460353,-14.531985683921699,0,48,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
13,adalts,12.33734364093152,-8.968260510731072,0,43,0
