who,breed,xcor,ycor,score,data-refined,validations
7,adaptas,-6,-1,4,0,0
3,adaptas,-16,9,4,0,0
1,adaptas,-7,0,4,0,0
12,adalts,-16.37881066443263,-16.38244144052011,0,48,0
11,adalts,-6.135311542762325,-2.0763040873725838,0,42,0
9,adaptas,-5,-4,4,0,0
0,ia-cores,0,0,0,0,0
16,degovs,-13.794938941223968,-13.39125820149944,0,0,56513
8,adaptas,15,8,4,0,0
15,adalts,-4.550606635025583,6.218380265299928,0,37,0
2,adaptas,15,15,4,0,0
4,adaptas,-1,-10,4,0,0
14,adalts,16.034579865304895,-3.367786594949278,0,39,0
17,degovs,8.464635729539488,-5.845943454188031,0,0,56520
5,adaptas,-3,0,4,0,0
10,adaptas,0,8,4,0,0
13,adalts,-6.69891189028048,4.495525704439307,0,43,0
6,adaptas,-6,-7,4,0,0
