who,breed,xcor,ycor,score,data-refined,validations
15,adalts,8.63011180350824,4.80299045231382,0,37,0
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
14,adalts,-13.469275814127005,-15.165151323733143,0,39,0
16,degovs,6.3303525120559945,9.768431635173407,0,0,52754
13,adalts,8.890061170135503,-2.9539109923231,0,43,0
7,adaptas,-6,-1,4,0,0
12,adalts,0.15959186679871037,11.457525435467085,0,48,0
2,adaptas,15,15,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
11,adalts,-2.6526097716400754,-11.32052364731484,0,42,0
4,adaptas,-1,-10,4,0,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
17,degovs,12.31269846789687,1.3919127250401215,0,0,52784
