who,breed,xcor,ycor,score,data-refined,validations
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
0,ia-cores,0,0,0,0,0
16,degovs,-11.238391178650872,-5.849250688812752,0,0,54749
17,degovs,-7.996791081081641,-16.308083102962435,0,0,54704
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
14,adalts,2.1531578126359063,-0.7865010438194368,0,39,0
15,adalts,-2.2065336495165275,-3.0546632648728598,0,37,0
10,adaptas,0,8,4,0,0
6,adaptas,-6,-7,4,0,0
3,adaptas,-16,9,4,0,0
5,adaptas,-3,0,4,0,0
8,adaptas,15,8,4,0,0
12,adalts,9.833940569513016,1.3686237912710806,0,48,0
2,adaptas,15,15,4,0,0
11,adalts,12.672828813614931,-1.2182008334437906,0,42,0
13,adalts,0.7525235342485699,-5.817468327829498,0,43,0
