who,breed,xcor,ycor,score,data-refined,validations
1,adaptas,-7,0,4,0,0
7,adaptas,-6,-1,4,0,0
9,adaptas,-5,-4,4,0,0
12,adalts,15.433781553511603,-15.08325181559553,0,48,0
8,adaptas,15,8,4,0,0
3,adaptas,-16,9,4,0,0
16,degovs,13.044314580731273,-2.2418803886586263,0,0,54571
11,adalts,-12.788687313690064,-11.170377493893309,0,42,0
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
5,adaptas,-3,0,4,0,0
14,adalts,-11.677862988920706,16.372224701627026,0,39,0
6,adaptas,-6,-7,4,0,0
13,adalts,6.191140383436475,-1.7488666940303605,0,43,0
10,adaptas,0,8,4,0,0
17,degovs,-13.911495877772841,-2.2663358946903696,0,0,54577
15,adalts,13.806309683340773,-8.868400109057038,0,37,0
4,adaptas,-1,-10,4,0,0
