who,breed,xcor,ycor,score,data-refined,validations
13,adalts,11.465530187053657,7.855558792252461,0,43,0
1,adaptas,-7,0,4,0,0
9,adaptas,-5,-4,4,0,0
15,adalts,2.3023612448894055,-3.9828578163108097,0,37,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
12,adalts,-4.927071576783983,11.012617927001548,0,48,0
16,degovs,-12.5543525504917,7.719296300812524,0,0,53936
6,adaptas,-6,-7,4,0,0
17,degovs,-14.255936220828477,6.780264669893013,0,0,53928
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
2,adaptas,15,15,4,0,0
14,adalts,8.760967636229687,-11.976249682592044,0,39,0
8,adaptas,15,8,4,0,0
11,adalts,-15.9045445819851,8.39620167703757,0,42,0
