who,breed,xcor,ycor,score,data-refined,validations
17,degovs,4.943085920225387,6.544341489194503,0,0,53475
15,adalts,-13.079476364850489,14.714476400793984,0,37,0
2,adaptas,15,15,4,0,0
14,adalts,4.230803442726743,-7.710727991579267,0,39,0
6,adaptas,-6,-7,4,0,0
1,adaptas,-7,0,4,0,0
13,adalts,9.779300228941615,-1.4125489167595988,0,43,0
5,adaptas,-3,0,4,0,0
10,adaptas,0,8,4,0,0
8,adaptas,15,8,4,0,0
4,adaptas,-1,-10,4,0,0
12,adalts,3.3978367243038172,0.860604401329035,0,48,0
16,degovs,-10.894705778600006,5.136493667838836,0,0,53504
11,adalts,11.746680062646393,11.146380045974423,0,42,0
0,ia-cores,0,0,0,0,0
7,adaptas,-6,-1,4,0,0
9,adaptas,-5,-4,4,0,0
3,adaptas,-16,9,4,0,0
