who,breed,xcor,ycor,score,data-refined,validations
12,adalts,7.280703585823872,0.7698546137010294,0,48,0
8,adaptas,15,8,4,0,0
1,adaptas,-7,0,4,0,0
13,adalts,-0.3013815394112087,15.510222777723863,0,43,0
11,adalts,7.1145433160021065,-10.040944745964277,0,42,0
16,degovs,-2.864782338083882,12.557634654381495,0,0,56196
5,adaptas,-3,0,4,0,0
10,adaptas,0,8,4,0,0
17,degovs,-15.02196328569749,12.797745096608574,0,0,56136
0,ia-cores,0,0,0,0,0
15,adalts,-5.6957427104302365,-2.6164396069173876,0,37,0
3,adaptas,-16,9,4,0,0
14,adalts,-12.638897361399783,-0.4658744313198544,0,39,0
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
7,adaptas,-6,-1,4,0,0
2,adaptas,15,15,4,0,0
4,adaptas,-1,-10,4,0,0
