who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
17,degovs,-8.341231424137279,-7.261482538379081,0,0,54090
15,adalts,-9.173069276789548,-9.655667084666327,0,37,0
2,adaptas,15,15,4,0,0
1,adaptas,-7,0,4,0,0
7,adaptas,-6,-1,4,0,0
4,adaptas,-1,-10,4,0,0
5,adaptas,-3,0,4,0,0
14,adalts,11.035029876844705,15.851546913012834,0,39,0
13,adalts,7.623232103144568,7.543011798470993,0,43,0
12,adalts,13.238254960953816,-4.347715824108556,0,48,0
11,adalts,-15.497704232111495,9.256190524450163,0,42,0
9,adaptas,-5,-4,4,0,0
10,adaptas,0,8,4,0,0
6,adaptas,-6,-7,4,0,0
8,adaptas,15,8,4,0,0
0,ia-cores,0,0,0,0,0
16,degovs,-3.837058309873867,4.111926000658398,0,0,54091
