who,breed,xcor,ycor,score,data-refined,validations
11,adalts,-8.530688975846225,-11.38818471782205,0,42,0
3,adaptas,-16,9,4,0,0
7,adaptas,-6,-1,4,0,0
8,adaptas,15,8,4,0,0
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
9,adaptas,-5,-4,4,0,0
12,adalts,-11.454262503849183,11.991384258287962,0,48,0
1,adaptas,-7,0,4,0,0
17,degovs,4.693719369939835,-1.0080789309649956,0,0,56741
10,adaptas,0,8,4,0,0
5,adaptas,-3,0,4,0,0
15,adalts,-8.676601062154928,9.449337537392312,0,37,0
4,adaptas,-1,-10,4,0,0
13,adalts,-14.193914735068848,6.92799437376502,0,43,0
0,ia-cores,0,0,0,0,0
14,adalts,-4.193469063753071,-4.841533085454535,0,39,0
16,degovs,4.192865130642294,11.533066987201053,0,0,56705
