who,breed,xcor,ycor,score,data-refined,validations
0,ia-cores,0,0,0,0,0
15,adalts,-9.943670766597004,-9.744574758881146,0,37,0
6,adaptas,-6,-7,4,0,0
5,adaptas,-3,0,4,0,0
14,adalts,-8.44870700849198,-7.297825662589934,0,39,0
11,adalts,11.289676718554343,4.018960276423817,0,42,0
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
4,adaptas,-1,-10,4,0,0
3,adaptas,-16,9,4,0,0
10,adaptas,0,8,4,0,0
12,adalts,-7.612443339486879,-12.079999910978545,0,48,0
17,degovs,-1.3160592195214385,-3.367310737950075,0,0,52681
9,adaptas,-5,-4,4,0,0
13,adalts,-1.4124687631327644,9.547735108686963,0,43,0
16,degovs,-12.210667150440829,-14.294959342535854,0,0,52700
2,adaptas,15,15,4,0,0
