who,breed,xcor,ycor,score,data-refined,validations
5,adaptas,-3,0,4,0,0
11,adalts,11.803175243317424,1.8719996476777896,0,42,0
1,adaptas,-7,0,4,0,0
3,adaptas,-16,9,4,0,0
14,adalts,-8.903639909937095,-11.81750791135205,0,39,0
6,adaptas,-6,-7,4,0,0
15,adalts,-2.8041081294427133,-4.675102235426078,0,37,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
17,degovs,8.369561936769404,10.753077530554844,0,0,52635
13,adalts,11.366765007022401,-2.821364762547799,0,43,0
9,adaptas,-5,-4,4,0,0
12,adalts,-11.133942007986667,-11.529018997084439,0,48,0
7,adaptas,-6,-1,4,0,0
16,degovs,11.518823018310755,-9.826654831390485,0,0,52661
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
