who,breed,xcor,ycor,score,data-refined,validations
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
1,adaptas,-7,0,4,0,0
9,adaptas,-5,-4,4,0,0
17,degovs,-14.083716049300664,2.256964387601321,0,0,54242
16,degovs,0.2449810151197846,-13.761292043923042,0,0,54255
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
7,adaptas,-6,-1,4,0,0
13,adalts,-6.336261223387704,13.54732887973991,0,43,0
14,adalts,13.54814171431431,8.738642584630812,0,39,0
10,adaptas,0,8,4,0,0
12,adalts,-16.449297282276085,-3.1936820501680505,0,48,0
8,adaptas,15,8,4,0,0
11,adalts,-13.514971600296812,-14.941330007899161,0,42,0
4,adaptas,-1,-10,4,0,0
6,adaptas,-6,-7,4,0,0
15,adalts,9.18041911019856,-0.05783239182755917,0,37,0
