who,breed,xcor,ycor,score,data-refined,validations
16,degovs,5.4334515213745584,-0.35637851048695757,0,0,54130
14,adalts,0.3206190464631891,14.838927913396114,0,39,0
7,adaptas,-6,-1,4,0,0
2,adaptas,15,15,4,0,0
4,adaptas,-1,-10,4,0,0
17,degovs,14.973147419571877,11.618129193116037,0,0,54131
11,adalts,-4.35199426540984,-12.659388359752516,0,42,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
12,adalts,12.111055848234578,-1.2645557924135264,0,48,0
13,adalts,-9.963886668726158,-14.423059261335862,0,43,0
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
5,adaptas,-3,0,4,0,0
0,ia-cores,0,0,0,0,0
3,adaptas,-16,9,4,0,0
15,adalts,-1.9954130215533328,1.2666840630341711,0,37,0
10,adaptas,0,8,4,0,0
