who,breed,xcor,ycor,score,data-refined,validations
10,adaptas,0,8,4,0,0
7,adaptas,-6,-1,4,0,0
16,degovs,15.810392533884084,-6.5465514436147725,0,0,53929
11,adalts,-15.010843569755412,11.051947308206396,0,42,0
13,adalts,2.427073194961316,-2.160071463115227,0,43,0
15,adalts,8.810238461958361,-6.92950697247012,0,37,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
0,ia-cores,0,0,0,0,0
8,adaptas,15,8,4,0,0
17,degovs,7.086874357316942,-2.6595411958545503,0,0,53899
6,adaptas,-6,-7,4,0,0
14,adalts,-7.3113990053565265,7.686553987221162,0,39,0
12,adalts,14.662043884118903,-3.8016820571522674,0,48,0
1,adaptas,-7,0,4,0,0
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
