who,breed,xcor,ycor,score,data-refined,validations
9,adaptas,-5,-4,4,0,0
16,degovs,3.849179730591428,0.5473226305494545,0,0,57933
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
11,adalts,-6.139127381169127,-9.271688690744208,0,42,0
5,adaptas,-3,0,4,0,0
15,adalts,-8.136423340410952,-0.8571088841849555,0,37,0
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
0,ia-cores,0,0,0,0,0
13,adalts,5.933672220884784,8.183266184585218,0,43,0
12,adalts,13.423078390785802,10.806273703603216,0,48,0
10,adaptas,0,8,4,0,0
17,degovs,-8.246157631367193,9.139496476878094,0,0,57993
1,adaptas,-7,0,4,0,0
7,adaptas,-6,-1,4,0,0
14,adalts,-5.06441174814946,-9.020304550372416,0,39,0
4,adaptas,-1,-10,4,0,0
