who,breed,xcor,ycor,score,data-refined,validations
11,adalts,-2.8517870505621863,-16.136629700676533,0,42,0
3,adaptas,-16,9,4,0,0
1,adaptas,-7,0,4,0,0
6,adaptas,-6,-7,4,0,0
17,degovs,-6.025222815517909,12.011334494280216,0,0,54772
7,adaptas,-6,-1,4,0,0
15,adalts,14.153180856045775,15.133301041476406,0,37,0
16,degovs,2.667373568221746,3.948292544469189,0,0,54806
13,adalts,-6.3085652250236866,-12.351259719626684,0,43,0
4,adaptas,-1,-10,4,0,0
12,adalts,11.759836200201379,7.212787894830921,0,48,0
2,adaptas,15,15,4,0,0
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
14,adalts,14.25019157856573,2.4202360213644827,0,39,0
9,adaptas,-5,-4,4,0,0
5,adaptas,-3,0,4,0,0
