who,breed,xcor,ycor,score,data-refined,validations
5,adaptas,-3,0,4,0,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
15,adalts,-16.478786783461423,-12.059922141267652,0,37,0
14,adalts,3.1555752274363247,-10.961417920325962,0,39,0
10,adaptas,0,8,4,0,0
2,adaptas,15,15,4,0,0
16,degovs,-15.529960694224204,-9.129354076588463,0,0,53493
1,adaptas,-7,0,4,0,0
12,adalts,12.998831538653814,15.302529987452036,0,48,0
7,adaptas,-6,-1,4,0,0
4,adaptas,-1,-10,4,0,0
13,adalts,-7.654525825089309,12.438477514394561,0,43,0
3,adaptas,-16,9,4,0,0
9,adaptas,-5,-4,4,0,0
11,adalts,-2.5610940184693542,3.661811447293808,0,42,0
0,ia-cores,0,0,0,0,0
17,degovs,-6.714103501629182,-2.8954643765530603,0,0,53456
