who,breed,xcor,ycor,score,data-refined,validations
11,adalts,12.864499215471394,-14.164093569390218,0,42,0
17,degovs,-10.140579518173194,-7.10420041791341,0,0,54362
8,adaptas,15,8,4,0,0
3,adaptas,-16,9,4,0,0
14,adalts,-15.579223289456644,-7.745771869436317,0,39,0
9,adaptas,-5,-4,4,0,0
10,adaptas,0,8,4,0,0
6,adaptas,-6,-7,4,0,0
1,adaptas,-7,0,4,0,0
13,adalts,-0.575626205020422,-13.792780654776879,0,43,0
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
7,adaptas,-6,-1,4,0,0
16,degovs,-4.94348949113499,5.833794422640857,0,0,54405
4,adaptas,-1,-10,4,0,0
15,adalts,-3.1509605682035797,14.91644721200408,0,37,0
5,adaptas,-3,0,4,0,0
12,adalts,3.7379658767753376,-0.42094543290239683,0,48,0
