who,breed,xcor,ycor,score,data-refined,validations
10,adaptas,0,8,4,0,0
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
2,adaptas,15,15,4,0,0
12,adalts,-4.515319915968041,-11.32002611951215,0,48,0
15,adalts,2.3236271184026216,16.092550266486313,0,37,0
8,adaptas,15,8,4,0,0
9,adaptas,-5,-4,4,0,0
14,adalts,8.423638241966314,12.743940595542508,0,39,0
5,adaptas,-3,0,4,0,0
17,degovs,-6.274589365803461,4.458914074120729,0,0,58034
6,adaptas,-6,-7,4,0,0
11,adalts,13.042533312745181,5.753401476674115,0,42,0
4,adaptas,-1,-10,4,0,0
3,adaptas,-16,9,4,0,0
0,ia-cores,0,0,0,0,0
16,degovs,-15.245055522535958,10.344865863831401,0,0,57990
13,adalts,-13.008839131791454,6.43782360495496,0,43,0
