who,breed,xcor,ycor,score,data-refined,validations
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
15,adalts,13.946597510145956,3.2814646053604437,0,37,0
6,adaptas,-6,-7,4,0,0
3,adaptas,-16,9,4,0,0
10,adaptas,0,8,4,0,0
13,adalts,-14.127470277298903,-9.837219485628268,0,43,0
9,adaptas,-5,-4,4,0,0
2,adaptas,15,15,4,0,0
1,adaptas,-7,0,4,0,0
17,degovs,5.382600056051109,13.898719939868275,0,0,58041
16,degovs,-10.60980060691176,-8.389286391741258,0,0,58012
0,ia-cores,0,0,0,0,0
8,adaptas,15,8,4,0,0
14,adalts,11.497734205609524,-3.5917389581896,0,39,0
5,adaptas,-3,0,4,0,0
11,adalts,-3.336480485849702,3.6055514851195465,0,42,0
12,adalts,11.64858846300205,-15.963916836004213,0,48,0
