who,breed,xcor,ycor,score,data-refined,validations
4,adaptas,-1,-10,4,0,0
17,degovs,-12.878174848605934,3.5938624115595297,0,0,56541
9,adaptas,-5,-4,4,0,0
5,adaptas,-3,0,4,0,0
8,adaptas,15,8,4,0,0
13,adalts,15.810229333495506,15.745979036329974,0,43,0
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
0,ia-cores,0,0,0,0,0
10,adaptas,0,8,4,0,0
15,adalts,10.923300773135729,16.38525193237467,0,37,0
12,adalts,-12.454463130485994,-0.23901030164393633,0,48,0
6,adaptas,-6,-7,4,0,0
3,adaptas,-16,9,4,0,0
11,adalts,10.933320296033175,-10.828097770638713,0,42,0
2,adaptas,15,15,4,0,0
14,adalts,-10.7488620006093,13.642917056707603,0,39,0
16,degovs,-9.15968402559977,0.8745895429278726,0,0,56532
