who,breed,xcor,ycor,score,data-refined,validations
14,adalts,-5.058120574783748,12.055521268663032,0,39,0
15,adalts,7.302612241693971,-13.30237898406933,0,37,0
12,adalts,3.269929787600042,-11.266928816174644,0,48,0
13,adalts,14.157833066048065,16.116834240532345,0,43,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
5,adaptas,-3,0,4,0,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
1,adaptas,-7,0,4,0,0
8,adaptas,15,8,4,0,0
17,degovs,-14.428156392356302,11.303564952184693,0,0,53550
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
3,adaptas,-16,9,4,0,0
16,degovs,7.646313883896816,-3.800115354451875,0,0,53587
11,adalts,-3.129885147025404,-5.990371226072475,0,42,0
7,adaptas,-6,-1,4,0,0
