who,breed,xcor,ycor,score,data-refined,validations
17,degovs,-14.50530277111403,-0.7721557502664853,0,0,57104
15,adalts,-6.9883141406013305,-13.679381370588931,0,37,0
11,adalts,6.70023699414493,14.680160860701331,0,42,0
3,adaptas,-16,9,4,0,0
12,adalts,-10.110491687099556,-3.4068185706270584,0,48,0
5,adaptas,-3,0,4,0,0
8,adaptas,15,8,4,0,0
14,adalts,-1.303217174942379,3.284524677734285,0,39,0
16,degovs,2.533218358750603,14.115869620174749,0,0,57142
2,adaptas,15,15,4,0,0
0,ia-cores,0,0,0,0,0
1,adaptas,-7,0,4,0,0
4,adaptas,-1,-10,4,0,0
10,adaptas,0,8,4,0,0
7,adaptas,-6,-1,4,0,0
6,adaptas,-6,-7,4,0,0
9,adaptas,-5,-4,4,0,0
13,adalts,-4.770142092463332,-13.822021022594214,0,43,0
