who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
13,adalts,-7.9088098190729195,11.692328274461692,0,43,0
2,adaptas,15,15,4,0,0
0,ia-cores,0,0,0,0,0
14,adalts,-8.837582754049329,13.446614389488378,0,39,0
10,adaptas,0,8,4,0,0
11,adalts,3.6769818804589267,-12.151454556669762,0,42,0
6,adaptas,-6,-7,4,0,0
15,adalts,-1.5812968020565998,-10.40407191075832,0,37,0
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
4,adaptas,-1,-10,4,0,0
12,adalts,-16.486985989965557,-15.179437176381413,0,48,0
17,degovs,-9.796139175117554,-16.150800982496765,0,0,54996
9,adaptas,-5,-4,4,0,0
5,adaptas,-3,0,4,0,0
16,degovs,-12.344822359911994,-4.127382266830294,0,0,55026
