who,breed,xcor,ycor,score,data-refined,validations
9,adaptas,-5,-4,4,0,0
5,adaptas,-3,0,4,0,0
8,adaptas,15,8,4,0,0
1,adaptas,-7,0,4,0,0
3,adaptas,-16,9,4,0,0
0,ia-cores,0,0,0,0,0
15,adalts,-8.768275067576203,-13.743828324690755,0,37,0
2,adaptas,15,15,4,0,0
12,adalts,16.24219413462011,9.569917185505213,0,48,0
16,degovs,0.32035599622834643,-15.440393535860323,0,0,57639
11,adalts,-0.8324876111910114,5.696612296527871,0,42,0
4,adaptas,-1,-10,4,0,0
6,adaptas,-6,-7,4,0,0
17,degovs,14.896001040814149,-0.45759150933514126,0,0,57678
14,adalts,-5.476485744954509,-3.8986487912076293,0,39,0
10,adaptas,0,8,4,0,0
7,adaptas,-6,-1,4,0,0
13,adalts,-10.694734155086111,10.997297104564538,0,43,0
