who,breed,xcor,ycor,score,data-refined,validations
16,degovs,14.150745761992395,-3.9637488106410848,0,0,54333
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
14,adalts,15.918614127845924,7.776024518511903,0,39,0
13,adalts,-14.539120752154092,1.1151415771254434,0,43,0
2,adaptas,15,15,4,0,0
8,adaptas,15,8,4,0,0
4,adaptas,-1,-10,4,0,0
11,adalts,-8.710589312179541,-6.228344078349494,0,42,0
7,adaptas,-6,-1,4,0,0
6,adaptas,-6,-7,4,0,0
12,adalts,6.528710173970429,14.605905593861902,0,48,0
9,adaptas,-5,-4,4,0,0
10,adaptas,0,8,4,0,0
17,degovs,-12.112147783736928,-2.4236180151560434,0,0,54301
1,adaptas,-7,0,4,0,0
0,ia-cores,0,0,0,0,0
15,adalts,11.93336051160829,-0.8701283116172501,0,37,0
