who,breed,xcor,ycor,score,data-refined,validations
13,adalts,9.997027680876835,9.529017929233017,0,43,0
10,adaptas,0,8,4,0,0
17,degovs,-12.705954677078116,-0.9294378707321593,0,0,56889
7,adaptas,-6,-1,4,0,0
6,adaptas,-6,-7,4,0,0
12,adalts,-8.111846964172559,-6.255165729208006,0,48,0
1,adaptas,-7,0,4,0,0
5,adaptas,-3,0,4,0,0
11,adalts,14.6827339822599,-11.873037780458823,0,42,0
16,degovs,3.639649540011731,12.394001198192285,0,0,56853
2,adaptas,15,15,4,0,0
3,adaptas,-16,9,4,0,0
15,adalts,-3.4899769782275767,-15.092525509228798,0,37,0
0,ia-cores,0,0,0,0,0
9,adaptas,-5,-4,4,0,0
8,adaptas,15,8,4,0,0
4,adaptas,-1,-10,4,0,0
14,adalts,-15.873549849058147,-11.407300882842176,0,39,0
