who,breed,xcor,ycor,score,data-refined,validations
6,adaptas,-6,-7,4,0,0
9,adaptas,-5,-4,4,0,0
17,degovs,4.177058855356385,12.561821915910066,0,0,55747
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
16,degovs,-1.2051355661921928,9.9748320214078,0,0,55780
14,adalts,15.408510516089297,-16.35706222056165,0,39,0
10,adaptas,0,8,4,0,0
15,adalts,15.128606843477229,13.999838910430968,0,37,0
11,adalts,10.102222335996121,-8.368571284642403,0,42,0
5,adaptas,-3,0,4,0,0
13,adalts,7.4929744236544895,-7.224762260534663,0,43,0
12,adalts,-14.556958950302603,14.63250675536273,0,48,0
2,adaptas,15,15,4,0,0
3,adaptas,-16,9,4,0,0
0,ia-cores,0,0,0,0,0
4,adaptas,-1,-10,4,0,0
8,adaptas,15,8,4,0,0
