who,breed,xcor,ycor,score,data-refined,validations
12,adalts,11.991888331195256,-7.335211435395212,0,48,0
1,adaptas,-7,0,4,0,0
13,adalts,-7.189314789157475,-0.4061412314810837,0,43,0
11,adalts,2.682320621620644,8.60997411764824,0,42,0
10,adaptas,0,8,4,0,0
3,adaptas,-16,9,4,0,0
15,adalts,-6.012754370208799,-13.247700088413234,0,37,0
9,adaptas,-5,-4,4,0,0
2,adaptas,15,15,4,0,0
17,degovs,-15.366403628753124,-11.155654338808073,0,0,55512
16,degovs,4.5365505306931455,-10.481188656147324,0,0,55543
7,adaptas,-6,-1,4,0,0
6,adaptas,-6,-7,4,0,0
8,adaptas,15,8,4,0,0
0,ia-cores,0,0,0,0,0
4,adaptas,-1,-10,4,0,0
14,adalts,-1.4508499305799631,4.9315705357694055,0,39,0
5,adaptas,-3,0,4,0,0
