who,breed,xcor,ycor,score,data-refined,validations
1,adaptas,-7,0,4,0,0
0,ia-cores,0,0,0,0,0
12,adalts,2.8386954856628845,16.46802304218297,0,48,0
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
4,adaptas,-1,-10,4,0,0
15,adalts,-1.8979533381911486,-10.078726043447613,0,37,0
16,degovs,2.457843377642046,15.79497111211203,0,0,53725
5,adaptas,-3,0,4,0,0
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
17,degovs,-10.485019861228832,1.9424001466699732,0,0,53672
14,adalts,7.317846670834156,-9.092549112225775,0,39,0
11,adalts,-5.943793250635484,4.2002164285227295,0,42,0
13,adalts,3.8082259895149018,-7.155140698474872,0,43,0
