who,breed,xcor,ycor,score,data-refined,validations
1,adaptas,-7,0,4,0,0
11,adalts,-3.940320835239954,11.888768544571844,0,42,0
10,adaptas,0,8,4,0,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
16,degovs,-11.791606769281433,-4.988316477821523,0,0,54881
9,adaptas,-5,-4,4,0,0
17,degovs,7.603534871900395,-16.229442042729602,0,0,54838
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
7,adaptas,-6,-1,4,0,0
0,ia-cores,0,0,0,0,0
12,adalts,8.389878529061791,8.747241147738647,0,48,0
15,adalts,5.063537010458776,8.437851577170068,0,37,0
6,adaptas,-6,-7,4,0,0
8,adaptas,15,8,4,0,0
13,adalts,8.171305883478865,-8.92435584185206,0,43,0
14,adalts,-2.0966760522579717,-7.566007493903434,0,39,0
