who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
1,adaptas,-7,0,4,0,0
8,adaptas,15,8,4,0,0
12,adalts,7.739711758147557,-15.902316267455285,0,48,0
10,adaptas,0,8,4,0,0
17,degovs,-9.107258489006284,-1.2440021116635,0,0,56321
5,adaptas,-3,0,4,0,0
13,adalts,4.621874907280299,-6.195430956929928,0,43,0
15,adalts,0.580623944289099,-3.5568744994274444,0,37,0
11,adalts,-15.02748551547161,-3.104429297135097,0,42,0
16,degovs,5.852511902533977,8.950264354227357,0,0,56325
0,ia-cores,0,0,0,0,0
14,adalts,-4.296603669691014,11.60531594286811,0,39,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
