who,breed,xcor,ycor,score,data-refined,validations
0,ia-cores,0,0,0,0,0
1,adaptas,-7,0,4,0,0
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
8,adaptas,15,8,4,0,0
12,adalts,7.6044973803006375,4.363170361900767,0,48,0
13,adalts,3.1819492100624434,3.6520134112825806,0,43,0
3,adaptas,-16,9,4,0,0
15,adalts,-14.613408629139705,2.7797365376287693,0,37,0
2,adaptas,15,15,4,0,0
16,degovs,8.484434646215627,14.813170374976771,0,0,57950
5,adaptas,-3,0,4,0,0
7,adaptas,-6,-1,4,0,0
14,adalts,6.190033349647543,8.90370172284735,0,39,0
11,adalts,12.125265546942876,4.670696812908367,0,42,0
17,degovs,3.411031790487378,-14.420697657374376,0,0,58002
10,adaptas,0,8,4,0,0
