who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
17,degovs,-1.8327197341048977,10.20259010892499,0,0,51730
15,adalts,-5.270262197854205,10.134324254131956,0,37,0
2,adaptas,15,15,4,0,0
13,adalts,15.705244248009043,11.849326414300426,0,43,0
6,adaptas,-6,-7,4,0,0
9,adaptas,-5,-4,4,0,0
11,adalts,13.01194692803654,2.675071409854557,0,42,0
1,adaptas,-7,0,4,0,0
12,adalts,11.990543680342446,-3.638521179993891,0,48,0
5,adaptas,-3,0,4,0,0
8,adaptas,15,8,4,0,0
4,adaptas,-1,-10,4,0,0
10,adaptas,0,8,4,0,0
14,adalts,-14.480122804830597,-9.162991288058574,0,39,0
0,ia-cores,0,0,0,0,0
16,degovs,15.391332152724683,-15.853194308329108,0,0,51706
7,adaptas,-6,-1,4,0,0
