who,breed,xcor,ycor,score,data-refined,validations
9,adaptas,-5,-4,4,0,0
14,adalts,-2.120052021492274,-12.978930333026424,0,39,0
5,adaptas,-3,0,4,0,0
1,adaptas,-7,0,4,0,0
2,adaptas,15,15,4,0,0
8,adaptas,15,8,4,0,0
17,degovs,-8.169011252609458,-11.78478282067076,0,0,54420
6,adaptas,-6,-7,4,0,0
15,adalts,10.237841817329196,-4.13593640399021,0,37,0
13,adalts,8.864334181842128,12.797267632824408,0,43,0
10,adaptas,0,8,4,0,0
4,adaptas,-1,-10,4,0,0
3,adaptas,-16,9,4,0,0
0,ia-cores,0,0,0,0,0
11,adalts,9.515499952289955,-10.281892583004899,0,42,0
16,degovs,8.962275255737636,15.63133765592282,0,0,54434
7,adaptas,-6,-1,4,0,0
12,adalts,-0.7049685776862307,-12.607382247946424,0,48,0
