who,breed,xcor,ycor,score,data-refined,validations
11,adalts,-11.071775654053871,-12.853258715372219,0,42,0
8,adaptas,15,8,4,0,0
3,adaptas,-16,9,4,0,0
5,adaptas,-3,0,4,0,0
12,adalts,2.4571690735463574,-14.820586240415004,0,48,0
17,degovs,-16.399724657920032,15.98414735494204,0,0,53496
1,adaptas,-7,0,4,0,0
2,adaptas,15,15,4,0,0
16,degovs,-6.259450862975807,-13.597658587733832,0,0,53530
14,adalts,-0.7920994109340336,0.2592179606270638,0,39,0
15,adalts,-7.563049145247993,8.133409251409095,0,37,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
7,adaptas,-6,-1,4,0,0
4,adaptas,-1,-10,4,0,0
0,ia-cores,0,0,0,0,0
13,adalts,-14.57009982725613,-11.144934470883214,0,43,0
