who,breed,xcor,ycor,score,data-refined,validations
12,adalts,12.66652078434982,8.337095813611075,0,48,0
14,adalts,-14.480909298163148,-10.89190987838589,0,39,0
13,adalts,-6.43425764436299,6.878757355716463,0,43,0
1,adaptas,-7,0,4,0,0
11,adalts,0.6334497241419121,15.11676247860949,0,42,0
0,ia-cores,0,0,0,0,0
6,adaptas,-6,-7,4,0,0
17,degovs,-1.0487652552235365,8.510367995015404,0,0,56895
8,adaptas,15,8,4,0,0
5,adaptas,-3,0,4,0,0
2,adaptas,15,15,4,0,0
3,adaptas,-16,9,4,0,0
15,adalts,-2.6907778953080514,-10.499318218085424,0,37,0
4,adaptas,-1,-10,4,0,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
16,degovs,8.274904455635932,-6.34015105738038,0,0,56866
