who,breed,xcor,ycor,score,data-refined,validations
0,ia-cores,0,0,0,0,0
16,degovs,-0.2328595944022198,-14.579459324869092,0,0,57788
17,degovs,-2.5036730062038113,-0.37895044910230413,0,0,57822
14,adalts,9.62003531889629,-13.622462253890017,0,39,0
9,adaptas,-5,-4,4,0,0
13,adalts,9.785800581496684,-13.75651370194329,0,43,0
7,adaptas,-6,-1,4,0,0
15,adalts,-6.677352865359148,10.57657244516754,0,37,0
10,adaptas,0,8,4,0,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
11,adalts,2.56343315198443,2.8284964391395513,0,42,0
12,adalts,8.342732874531633,12.698567514168111,0,48,0
2,adaptas,15,15,4,0,0
1,adaptas,-7,0,4,0,0
4,adaptas,-1,-10,4,0,0
