who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
13,adalts,-1.7072002650130709,11.74694213229171,0,43,0
5,adaptas,-3,0,4,0,0
14,adalts,-8.615695918688358,15.772425508946931,0,39,0
9,adaptas,-5,-4,4,0,0
4,adaptas,-1,-10,4,0,0
0,ia-cores,0,0,0,0,0
17,degovs,2.7221511043761057,3.672503471792367,0,0,56686
12,adalts,-1.0618020877422496,-7.350509554308334,0,48,0
6,adaptas,-6,-7,4,0,0
2,adaptas,15,15,4,0,0
11,adalts,-8.227368239723065,0.7603215428618556,0,42,0
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
16,degovs,-9.712899616230331,1.735523753919102,0,0,56659
8,adaptas,15,8,4,0,0
15,adalts,-15.763883015407636,-13.92482049851835,0,37,0
10,adaptas,0,8,4,0,0
