who,breed,xcor,ycor,score,data-refined,validations
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
11,adalts,10.235239168478532,-14.686594589124612,0,42,0
13,adalts,-0.7868487211169173,-3.6719177430721883,0,43,0
0,ia-cores,0,0,0,0,0
7,adaptas,-6,-1,4,0,0
12,adalts,-6.789729993475207,-1.070693930253595,0,48,0
17,degovs,3.2388116189595646,-9.8973973750827,0,0,57655
16,degovs,-4.314898919395867,3.2937587197123515,0,0,57626
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
14,adalts,-13.409754721802061,13.048754199498106,0,39,0
1,adaptas,-7,0,4,0,0
15,adalts,-10.651359470136912,16.360888101032415,0,37,0
10,adaptas,0,8,4,0,0
2,adaptas,15,15,4,0,0
4,adaptas,-1,-10,4,0,0
