who,breed,xcor,ycor,score,data-refined,validations
5,adaptas,-3,0,4,0,0
4,adaptas,-1,-10,4,0,0
1,adaptas,-7,0,4,0,0
10,adaptas,0,8,4,0,0
15,adalts,-14.711687622567013,15.2807948961535,0,37,0
17,degovs,4.7708657486975685,11.067641771486187,0,0,53179
2,adaptas,15,15,4,0,0
8,adaptas,15,8,4,0,0
11,adalts,2.627616560751325,2.4123869378557425,0,42,0
16,degovs,9.30596065578851,-6.382917987425563,0,0,53170
14,adalts,2.550761183105856,-12.400093198446873,0,39,0
13,adalts,2.2986933462128345,-14.777584648570175,0,43,0
7,adaptas,-6,-1,4,0,0
3,adaptas,-16,9,4,0,0
0,ia-cores,0,0,0,0,0
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
12,adalts,1.5123795496768677,-10.100020877647584,0,48,0
