who,breed,xcor,ycor,score,data-refined,validations
1,adaptas,-7,0,4,0,0
12,adalts,-9.448946918057315,-0.6269048091577561,0,48,0
5,adaptas,-3,0,4,0,0
6,adaptas,-6,-7,4,0,0
9,adaptas,-5,-4,4,0,0
10,adaptas,0,8,4,0,0
13,adalts,-12.425021203741093,-3.035548622333147,0,43,0
17,degovs,6.320847292447931,3.357939230861023,0,0,56112
2,adaptas,15,15,4,0,0
3,adaptas,-16,9,4,0,0
4,adaptas,-1,-10,4,0,0
15,adalts,7.395901835870864,-14.797291005484183,0,37,0
0,ia-cores,0,0,0,0,0
7,adaptas,-6,-1,4,0,0
16,degovs,-7.500037253708086,-1.708213090045816,0,0,56188
8,adaptas,15,8,4,0,0
14,adalts,-5.74236354720161,15.540711588050488,0,39,0
11,adalts,-4.995690546371334,2.233430812293143,0,42,0
