who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
12,adalts,12.938009892788521,-7.0937755965801985,0,48,0
10,adaptas,0,8,4,0,0
15,adalts,-13.86888149471853,-7.0470504498319375,0,37,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
1,adaptas,-7,0,4,0,0
9,adaptas,-5,-4,4,0,0
14,adalts,-9.55666530219688,9.664346069937732,0,39,0
11,adalts,-9.301141758446647,16.26939622108641,0,42,0
0,ia-cores,0,0,0,0,0
16,degovs,-12.898037950542555,-3.2664480558390645,0,0,55162
7,adaptas,-6,-1,4,0,0
5,adaptas,-3,0,4,0,0
13,adalts,12.02521439001891,-6.8303818988878735,0,43,0
17,degovs,5.804186777864485,-16.07215992226393,0,0,55145
8,adaptas,15,8,4,0,0
