who,breed,xcor,ycor,score,data-refined,validations
5,adaptas,-3,0,4,0,0
17,degovs,-9.279478660534105,3.2792981706281856,0,0,55961
0,ia-cores,0,0,0,0,0
14,adalts,3.0839619162741503,14.290382797684286,0,39,0
2,adaptas,15,15,4,0,0
15,adalts,-9.298588513165198,-10.783972513581578,0,37,0
3,adaptas,-16,9,4,0,0
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
16,degovs,-6.946821663077525,-2.569147301037045,0,0,56032
1,adaptas,-7,0,4,0,0
6,adaptas,-6,-7,4,0,0
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
13,adalts,-10.542389734154302,-13.465871818023727,0,43,0
4,adaptas,-1,-10,4,0,0
11,adalts,15.88466193401656,13.418274921605255,0,42,0
12,adalts,-1.9583131114819017,-12.494441568600804,0,48,0
