who,breed,xcor,ycor,score,data-refined,validations
16,degovs,9.171805446317345,3.7846590882799793,0,0,55563
15,adalts,-16.48505026459887,1.7554000019404468,0,37,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
0,ia-cores,0,0,0,0,0
12,adalts,-7.712812563918669,-16.15467871695317,0,48,0
9,adaptas,-5,-4,4,0,0
5,adaptas,-3,0,4,0,0
14,adalts,1.8760240509415973,4.458633030127946,0,39,0
1,adaptas,-7,0,4,0,0
3,adaptas,-16,9,4,0,0
17,degovs,-3.7092142068985394,-1.7158484730605181,0,0,55530
11,adalts,-13.97437064053544,-4.112409925065619,0,42,0
7,adaptas,-6,-1,4,0,0
13,adalts,0.23970075723066964,-15.482971342542609,0,43,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
10,adaptas,0,8,4,0,0
