who,breed,xcor,ycor,score,data-refined,validations
15,adalts,1.7226081205450683,-13.992933433508426,0,37,0
10,adaptas,0,8,4,0,0
14,adalts,13.898020219931725,-13.842402010783994,0,39,0
13,adalts,-8.45569973205503,9.549962814461736,0,43,0
16,degovs,-13.107568141122265,8.580230511803755,0,0,54065
1,adaptas,-7,0,4,0,0
4,adaptas,-1,-10,4,0,0
6,adaptas,-6,-7,4,0,0
11,adalts,-3.164766671525078,4.015883740317422,0,42,0
0,ia-cores,0,0,0,0,0
12,adalts,-0.6825589575556217,12.863119429281229,0,48,0
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
17,degovs,1.3443897321535645,6.858905730125847,0,0,54048
7,adaptas,-6,-1,4,0,0
5,adaptas,-3,0,4,0,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
