who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
11,adalts,-11.160146536312157,-7.092197546100619,0,42,0
17,degovs,15.407782958846052,-10.983047015588848,0,0,58056
1,adaptas,-7,0,4,0,0
10,adaptas,0,8,4,0,0
14,adalts,10.348838432264403,-12.696027600855507,0,39,0
12,adalts,-11.604740203318327,15.287476467665776,0,48,0
16,degovs,-6.623481379474949,3.879342668466218,0,0,58028
8,adaptas,15,8,4,0,0
9,adaptas,-5,-4,4,0,0
13,adalts,-2.623146230890449,-13.072558383471026,0,43,0
6,adaptas,-6,-7,4,0,0
0,ia-cores,0,0,0,0,0
5,adaptas,-3,0,4,0,0
4,adaptas,-1,-10,4,0,0
15,adalts,16.010911636759488,12.737407337613122,0,37,0
2,adaptas,15,15,4,0,0
7,adaptas,-6,-1,4,0,0
