who,breed,xcor,ycor,score,data-refined,validations
4,adaptas,-1,-10,4,0,0
9,adaptas,-5,-4,4,0,0
16,degovs,15.332551924362084,-7.364718724560819,0,0,57471
7,adaptas,-6,-1,4,0,0
5,adaptas,-3,0,4,0,0
17,degovs,-14.333082599586213,-5.295456032558175,0,0,57449
8,adaptas,15,8,4,0,0
0,ia-cores,0,0,0,0,0
1,adaptas,-7,0,4,0,0
10,adaptas,0,8,4,0,0
13,adalts,-14.703170671951026,-15.949124224032605,0,43,0
3,adaptas,-16,9,4,0,0
2,adaptas,15,15,4,0,0
11,adalts,14.842315322222825,7.426884101804233,0,42,0
12,adalts,-15.179322881184179,15.269486108562718,0,48,0
14,adalts,-0.6967116582512877,-11.35118987060339,0,39,0
15,adalts,-15.281048953457418,-16.470494109580898,0,37,0
6,adaptas,-6,-7,4,0,0
