who,breed,xcor,ycor,score,data-refined,validations
16,degovs,-0.09870438493106776,8.252963599425335,0,0,55521
0,ia-cores,0,0,0,0,0
4,adaptas,-1,-10,4,0,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
1,adaptas,-7,0,4,0,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
17,degovs,5.976406949392299,12.404539795444395,0,0,55493
7,adaptas,-6,-1,4,0,0
2,adaptas,15,15,4,0,0
11,adalts,11.194364386315915,-8.601999484544654,0,42,0
5,adaptas,-3,0,4,0,0
15,adalts,8.123773803645326,5.261580912363192,0,37,0
14,adalts,0.974263820537873,11.137846307254705,0,39,0
13,adalts,-5.9064491353553,3.7149746680227005,0,43,0
3,adaptas,-16,9,4,0,0
12,adalts,2.0397954757862364,8.111187095798924,0,48,0
