who,breed,xcor,ycor,score,data-refined,validations
5,adaptas,-3,0,4,0,0
15,adalts,11.563026465548097,2.9636314349780886,0,37,0
13,adalts,-7.599524842192851,-13.373314574664487,0,43,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
12,adalts,3.9135122090292933,7.646233524170594,0,48,0
14,adalts,8.339676434209297,-0.3656202741394594,0,39,0
11,adalts,-9.590614384741091,2.182195042011062,0,42,0
7,adaptas,-6,-1,4,0,0
8,adaptas,15,8,4,0,0
16,degovs,0.7981966057503471,-14.622226254914274,0,0,54102
1,adaptas,-7,0,4,0,0
0,ia-cores,0,0,0,0,0
3,adaptas,-16,9,4,0,0
17,degovs,3.315957997717293,2.178323327368484,0,0,54108
10,adaptas,0,8,4,0,0
6,adaptas,-6,-7,4,0,0
