who,breed,xcor,ycor,score,data-refined,validations
7,adaptas,-6,-1,4,0,0
2,adaptas,15,15,4,0,0
14,adalts,-11.32117639742143,14.557119132403054,0,39,0
1,adaptas,-7,0,4,0,0
4,adaptas,-1,-10,4,0,0
16,degovs,6.958943083795099,7.228395932244896,0,0,56096
8,adaptas,15,8,4,0,0
13,adalts,4.6141722779979855,8.503742012771422,0,43,0
12,adalts,-13.051521674900588,-6.796297541668786,0,48,0
0,ia-cores,0,0,0,0,0
3,adaptas,-16,9,4,0,0
5,adaptas,-3,0,4,0,0
6,adaptas,-6,-7,4,0,0
10,adaptas,0,8,4,0,0
17,degovs,-7.307910394970371,-1.401284232129174,0,0,56029
15,adalts,0.6504015845173096,-2.626031657851506,0,37,0
11,adalts,6.849883757392035,8.690478487785514,0,42,0
9,adaptas,-5,-4,4,0,0
