who,breed,xcor,ycor,score,data-refined,validations
13,adalts,-7.0680007786759464,12.408528502367213,0,43,0
1,adaptas,-7,0,4,0,0
2,adaptas,15,15,4,0,0
11,adalts,1.861107619375852,-16.22717145774787,0,42,0
16,degovs,-1.6241959473515986,0.668189156693481,0,0,53555
5,adaptas,-3,0,4,0,0
6,adaptas,-6,-7,4,0,0
15,adalts,-3.3779517666328474,0.46529501251449,0,37,0
14,adalts,-10.429786287590277,11.024243158174402,0,39,0
7,adaptas,-6,-1,4,0,0
10,adaptas,0,8,4,0,0
3,adaptas,-16,9,4,0,0
17,degovs,-4.742535236065448,-7.576046779310425,0,0,53511
9,adaptas,-5,-4,4,0,0
8,adaptas,15,8,4,0,0
12,adalts,-13.176517161978893,5.823741533642055,0,48,0
0,ia-cores,0,0,0,0,0
4,adaptas,-1,-10,4,0,0
