who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
17,degovs,-16.132430693622126,-5.138173912092505,0,0,57738
0,ia-cores,0,0,0,0,0
11,adalts,8.998402358453788,-1.3098957177949484,0,42,0
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
4,adaptas,-1,-10,4,0,0
1,adaptas,-7,0,4,0,0
15,adalts,12.668151775659897,-5.416645546605495,0,37,0
10,adaptas,0,8,4,0,0
14,adalts,11.948459022877728,2.8940362456652595,0,39,0
13,adalts,11.378281509952584,3.6182919841190864,0,43,0
9,adaptas,-5,-4,4,0,0
12,adalts,-7.216309831943493,0.10646804934263954,0,48,0
5,adaptas,-3,0,4,0,0
16,degovs,14.226120743100955,-5.642850302578361,0,0,57718
