who,breed,xcor,ycor,score,data-refined,validations
12,adalts,1.5083146344407128,12.661557228372516,0,48,0
4,adaptas,-1,-10,4,0,0
6,adaptas,-6,-7,4,0,0
5,adaptas,-3,0,4,0,0
2,adaptas,15,15,4,0,0
1,adaptas,-7,0,4,0,0
13,adalts,7.868357762984185,-1.0482932404904481,0,43,0
9,adaptas,-5,-4,4,0,0
16,degovs,-12.135292169332285,-15.974060834473136,0,0,56172
3,adaptas,-16,9,4,0,0
0,ia-cores,0,0,0,0,0
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
10,adaptas,0,8,4,0,0
17,degovs,-5.336342129406638,-6.081866634886539,0,0,56092
15,adalts,8.223490714082109,14.500738270602445,0,37,0
14,adalts,-13.060720851858871,-9.15033806110011,0,39,0
11,adalts,-14.73473244179608,9.73126501161172,0,42,0
