who,breed,xcor,ycor,score,data-refined,validations
1,adaptas,-7,0,4,0,0
6,adaptas,-6,-7,4,0,0
2,adaptas,15,15,4,0,0
16,degovs,-11.163016197542325,-7.528352180750028,0,0,58126
4,adaptas,-1,-10,4,0,0
13,adalts,-2.032614923971524,15.1704432037813,0,43,0
7,adaptas,-6,-1,4,0,0
0,ia-cores,0,0,0,0,0
9,adaptas,-5,-4,4,0,0
3,adaptas,-16,9,4,0,0
10,adaptas,0,8,4,0,0
5,adaptas,-3,0,4,0,0
15,adalts,-14.139939690794817,-9.102431062767817,0,37,0
14,adalts,-5.745000899411387,-15.537883485633586,0,39,0
8,adaptas,15,8,4,0,0
17,degovs,-12.017073990966843,13.977361000101109,0,0,58157
11,adalts,-2.9189248375136203,6.828930722082833,0,42,0
12,adalts,7.918713130749173,-6.644112574093887,0,48,0
