who,breed,xcor,ycor,score,data-refined,validations
16,degovs,4.327020340113436,1.3654899114955015,0,0,54416
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
5,adaptas,-3,0,4,0,0
10,adaptas,0,8,4,0,0
7,adaptas,-6,-1,4,0,0
15,adalts,-11.883112245368954,-15.452349486628952,0,37,0
14,adalts,11.456657358949359,-1.006770892688727,0,39,0
11,adalts,-2.3703872952818896,1.6946028354631906,0,42,0
0,ia-cores,0,0,0,0,0
8,adaptas,15,8,4,0,0
12,adalts,-15.494165216528115,1.8653734913017312,0,48,0
3,adaptas,-16,9,4,0,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
13,adalts,-5.292550643982762,-4.25880205785844,0,43,0
17,degovs,13.173799325535962,11.775411313581708,0,0,54399
2,adaptas,15,15,4,0,0
