who,breed,xcor,ycor,score,data-refined,validations
15,adalts,6.626788015012896,-13.36802355989765,0,37,0
17,degovs,10.263983823575401,-6.003225574653702,0,0,56254
16,degovs,-12.688507759962846,-15.113126623481904,0,0,56269
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
12,adalts,-10.706149117300443,-12.882691336263242,0,48,0
3,adaptas,-16,9,4,0,0
4,adaptas,-1,-10,4,0,0
6,adaptas,-6,-7,4,0,0
9,adaptas,-5,-4,4,0,0
11,adalts,0.25398376144291457,2.884865445652019,0,42,0
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
10,adaptas,0,8,4,0,0
1,adaptas,-7,0,4,0,0
13,adalts,13.691175024745752,0.5503780418167956,0,43,0
5,adaptas,-3,0,4,0,0
14,adalts,-9.309151900917659,-7.982593575264993,0,39,0
