who,breed,xcor,ycor,score,data-refined,validations
4,adaptas,-1,-10,4,0,0
10,adaptas,0,8,4,0,0
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
5,adaptas,-3,0,4,0,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
14,adalts,-14.14162988856643,2.947947082388288,0,39,0
11,adalts,-2.9999192972122906,-12.92348863551543,0,42,0
1,adaptas,-7,0,4,0,0
12,adalts,12.455534583135023,12.722948413348437,0,48,0
17,degovs,-2.6758931777316297,4.144349833189384,0,0,57460
7,adaptas,-6,-1,4,0,0
15,adalts,-4.764486816217985,2.2079394066147358,0,37,0
16,degovs,-13.0321931600137,6.901129019866477,0,0,57476
0,ia-cores,0,0,0,0,0
13,adalts,1.8029071057100994,-11.821564137266655,0,43,0
