who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
11,adalts,9.407074430061856,15.092878684376405,0,42,0
1,adaptas,-7,0,4,0,0
8,adaptas,15,8,4,0,0
16,degovs,9.590865827476756,13.091301952994307,0,0,57692
17,degovs,5.210379884523295,-14.57797977784005,0,0,57720
4,adaptas,-1,-10,4,0,0
10,adaptas,0,8,4,0,0
7,adaptas,-6,-1,4,0,0
12,adalts,16.013137285428996,-15.365917251132798,0,48,0
14,adalts,-1.5404947191900242,-14.932799429914592,0,39,0
6,adaptas,-6,-7,4,0,0
5,adaptas,-3,0,4,0,0
13,adalts,-3.4505213612236845,-5.648165770722296,0,43,0
2,adaptas,15,15,4,0,0
15,adalts,9.706293830377339,0.7759906882412739,0,37,0
9,adaptas,-5,-4,4,0,0
0,ia-cores,0,0,0,0,0
