who,breed,xcor,ycor,score,data-refined,validations
13,adalts,13.94862730119245,15.166017344369173,0,43,0
4,adaptas,-1,-10,4,0,0
1,adaptas,-7,0,4,0,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
15,adalts,-2.0566233761093953,-4.884802461520833,0,37,0
3,adaptas,-16,9,4,0,0
7,adaptas,-6,-1,4,0,0
11,adalts,-11.565523419342686,-2.058079073476401,0,42,0
5,adaptas,-3,0,4,0,0
16,degovs,3.564274558903181,14.073102690129566,0,0,53436
14,adalts,7.7263028528481525,-4.50345896368772,0,39,0
9,adaptas,-5,-4,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
17,degovs,-8.685671767192915,1.785118026204303,0,0,53434
12,adalts,0.8223823314159956,12.625606154050214,0,48,0
