who,breed,xcor,ycor,score,data-refined,validations
4,adaptas,-1,-10,4,0,0
12,adalts,10.642137183803328,6.515775276762175,0,48,0
13,adalts,-14.538509477350178,11.627642204801798,0,43,0
6,adaptas,-6,-7,4,0,0
11,adalts,0.7689186045402675,6.017957122106516,0,42,0
15,adalts,13.177551504414629,-4.592772127584117,0,37,0
17,degovs,-0.7043249121678978,-0.5362325695679782,0,0,57536
14,adalts,-8.8609121093589,4.848076520075598,0,39,0
8,adaptas,15,8,4,0,0
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
3,adaptas,-16,9,4,0,0
10,adaptas,0,8,4,0,0
5,adaptas,-3,0,4,0,0
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
7,adaptas,-6,-1,4,0,0
16,degovs,0.8735715868589127,-16.301327746851555,0,0,57528
