who,breed,xcor,ycor,score,data-refined,validations
4,adaptas,-1,-10,4,0,0
15,adalts,9.909991100737335,11.916211740100591,0,37,0
3,adaptas,-16,9,4,0,0
12,adalts,11.024569366214862,10.220841995770591,0,48,0
1,adaptas,-7,0,4,0,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
17,degovs,1.4394635249236476,-9.740115254617027,0,0,57939
7,adaptas,-6,-1,4,0,0
6,adaptas,-6,-7,4,0,0
13,adalts,7.8342553473939605,-3.5214258019272737,0,43,0
16,degovs,-5.421330100656997,5.01562714169481,0,0,57925
11,adalts,3.338356814451238,15.422519666392898,0,42,0
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
5,adaptas,-3,0,4,0,0
14,adalts,13.72378546412093,11.12099389684055,0,39,0
